"logFC","logCPM","F","PValue","FDR","external_gene_name"
-2.5576788510048,1.46715829422007,25.0714987863657,5.72761607402242e-06,0.00157749797353009,"TCAP"
3.62328436921509,3.05981510038597,24.9468671866691,5.96567134388759e-06,0.00161853457970964,"VSTM2L"
-1.45151581531913,4.05349697961779,24.9349069784627,5.98155224452616e-06,0.00161853457970964,"RAD51B"
5.36354219221516,-1.21883272069065,23.5817465442828,6.2755559739904e-06,0.00168332239243201,"RP11-983G14.1"
5.32193797517033,-0.00486839726377528,23.4853795319992,6.65432259106846e-06,0.0017695335255749,"XAGE1B"
-2.71951811046337,-2.32168289893799,23.0378925404701,6.98118984348257e-06,0.00184058771881972,"COX6A2"
-2.4810724526317,-2.22272474125069,23.2659198917977,7.07957352460419e-06,0.00185070851282598,"CTC-429P9.4"
-0.959955563620077,3.52369025007274,24.3940133091965,7.27651248885419e-06,0.0018862065608713,"WDSUB1"
-2.66653593883816,-0.702294764809756,24.1041711427483,7.38366667558154e-06,0.00189803304951387,"PSAPL1"
-3.43382899018765,1.62312764588841,24.2833590574869,7.59217669408704e-06,0.00193550309489672,"HDC"
-3.27763030332653,0.647762845692517,24.1017062329973,7.95586530935011e-06,0.00201159489506166,"ATP1A4"
-2.48363510691465,-1.12825537833516,23.4503190912313,8.98865272426046e-06,0.00225425179337612,"FAR2P3"
-2.75161080521581,-1.39324772855979,23.0422356623313,9.49533964568945e-06,0.0023621188875047,"AADACL2"
-2.28211593384424,0.0824180275705957,23.550718881516,9.79432314386054e-06,0.00241700388814933,"AC016995.3"
-0.852955252240711,2.64613131973644,23.4261828860989,1.03716850236807e-05,0.00253883721520956,"PAXIP1-AS1"
-2.86470121795395,2.21106664538343,23.4134938549966,1.04526315794604e-05,0.00253883721520956,"SLC12A1"
-4.72400994927996,3.0445086755887,23.3899945886839,1.05397462767599e-05,0.00253999651093135,"CXADRP3"
-0.930402008639609,4.62537548255007,23.3227264924627,1.075420961144e-05,0.00257158995258984,"MAGEF1"
-2.02122632503664,-0.992908716016052,23.0720137909179,1.10059315005534e-05,0.00259686828014678,"AC097724.3"
-1.21822455421796,0.761641142784762,23.2712491504262,1.10282926929435e-05,0.00259686828014678,"XXbac-B476C20.9"
3.03233984331051,-0.132904771111889,23.0500127074071,1.11317237345337e-05,0.00260136577302394,"PDIA2"
-2.59448972600017,3.85247650472749,23.1761915779634,1.13682853199339e-05,0.00262747646435685,"NAT1"
-1.15458433190547,-2.43690884551722,22.4101822121609,1.14138115934716e-05,0.00262747646435685,"MPL"
-3.02287018839622,0.532050978314946,22.9014704657164,1.24151840543184e-05,0.00283682357424859,"LEFTY2"
-2.5997572440582,-1.75026502425153,22.0484878394201,1.299293786091e-05,0.00294700848673154,"CTD-2342N23.3"
2.27969169993597,-2.92688830398114,21.3622754665495,1.31568096426163e-05,0.00296222535775127,"AC015849.2"
-3.92855932236824,4.55561961957803,22.7477193726558,1.33247802610801e-05,0.00296222535775127,"KRT14"
-1.86494881033477,-1.96428570676544,22.1346965684332,1.33481156912318e-05,0.00296222535775127,"GLYATL1P4"
-1.91453704434861,-0.404568766259319,22.6467557710635,1.35441463277613e-05,0.00297554472923722,"GLYATL1P1"
-1.22720059258451,4.20911734155705,22.6651143252389,1.37164514833007e-05,0.00297554472923722,"SAYSD1"
-2.23396840318422,-1.51946825531993,22.2116492283243,1.37688101587888e-05,0.00297554472923722,"AP000696.2"
-1.72866750575209,2.52755710053471,22.647190674683,1.38406506769143e-05,0.00297554472923722,"CTC-575D19.1"
-2.63612435105098,-1.92887670539369,21.7357687237698,1.38904412425895e-05,0.00297554472923722,"RP11-15J10.8"
-1.59629624385686,4.38700454720228,22.5760419905628,1.41782423083978e-05,0.00301624993439412,"GPR161"
-2.23861838987062,-2.36055059294223,21.4800578487626,1.44188473742222e-05,0.00303074163992545,"RP11-626H12.2"
-2.45684897721719,-2.30432225723934,21.4179597848464,1.44893601970656e-05,0.00303074163992545,"DUSP13"
-3.34929219955243,0.099452076252061,22.3737109879146,1.45411146208372e-05,0.00303074163992545,"CYP4F62P"
-2.45474189583479,-2.14814234411614,21.5307237576238,1.4698449869301e-05,0.00304297371220354,"CTD-2314B22.1"
4.36531541205726,-0.0431765411866987,21.8730601254398,1.49288514785672e-05,0.00305433846383645,"C5orf17"
-3.48453333894401,1.51481381323399,22.436716493956,1.49513764074077e-05,0.00305433846383645,"MSMB"
-4.18446781945652,2.33091993519492,22.3753645070319,1.53255082465517e-05,0.00311017074264066,"SNX19P3"
4.17445886937252,-1.56780392621877,21.1491712811551,1.57313145536021e-05,0.00317165921591481,"IGKV2D-40"
-1.60793257201283,0.0292062733186767,22.2513242234387,1.59913517602165e-05,0.00320315082952855,"TMEM217"
-2.23773820608749,1.9074713583779,22.176584253478,1.65272827806206e-05,0.00328914252860518,"RP11-6O2.3"
-1.44572069219045,1.20000602333595,22.143775547721,1.67461495798502e-05,0.00331133638519,"CCT6B"
5.8432007689143,4.03489437962811,22.0727389749526,1.69916472912722e-05,0.00333433570877096,"CPLX2"
-0.861673306857075,0.930742943525148,22.0922356270267,1.70786475827734e-05,0.00333433570877096,"RP5-1136G13.2"
-2.5862330341841,0.0784289032290814,21.9720283635165,1.74827320764005e-05,0.00339175997711149,"CASQ1"
-2.47499926559768,-1.36258751544271,21.5370440182652,1.7882256987419e-05,0.00344758738306821,"GLYATL1P2"
-2.06645082605719,4.18796297006698,21.8929505278632,1.830906313859e-05,0.00350794826482042,"KRT10"
-2.54999393111099,-0.551504724313292,21.7144036088209,1.85460447136913e-05,0.00353110243930406,"TMEM215"
-2.59118039713912,-1.09763489209938,21.4820684011741,1.89357360177626e-05,0.00353110243930406,"MYBPH"
3.26174830947059,-3.14294285551249,20.5442641292767,1.8988178927327e-05,0.00353110243930406,"RP11-404P21.8"
-1.85118871428507,1.01305879465977,21.8062016216837,1.90054057561137e-05,0.00353110243930406,"RP11-142C4.6"
-2.69933159348894,-0.0719167746696285,21.7156215643894,1.90451126912234e-05,0.00353110243930406,"TMEM108-AS1"
8.388219396097,4.51232977485731,21.4560269960917,1.91167409266307e-05,0.00353110243930406,"NEFL"
-1.40479877316628,6.74169352693945,21.7570364030095,1.92603575263361e-05,0.00353645386080292,"SOS2"
1.52933737587791,1.1832205091897,21.6714197288723,1.99792778271754e-05,0.00364675019606438,"GIPC3"
-0.904454433846416,1.13930399484207,21.6171705506211,2.04049958526837e-05,0.00365208100354631,"AC062029.1"
-1.56647808772752,-3.1701040835519,20.1732913033517,2.04297519451271e-05,0.00365208100354631,"RP11-109E12.1"
-1.3606407737543,-2.62183181084545,20.7407913940534,2.04601302527203e-05,0.00365208100354631,"RP11-816J6.3"
-4.8720601535846,4.98706869813959,21.5996615409309,2.04820570432623e-05,0.00365208100354631,"POTEC"
-2.14455998596098,-2.33791077058802,20.6618498636537,2.0618649041183e-05,0.00365530728145616,"RP11-507B12.2"
3.09409186843964,4.6718388790957,21.5521476922034,2.08204937526015e-05,0.00366999869020856,"LYVE1"
-1.28064974294466,4.04590931989994,21.4347032714705,2.17552530319549e-05,0.00380512519290336,"FANCF"
-1.34752183388405,7.82369066137274,21.4246353484147,2.18337977483676e-05,0.00380512519290336,"PERP"
-0.999930033864297,4.39358679625245,21.4019227921118,2.20222332235406e-05,0.00381640352947504,"MTM1"
-1.89533967249775,-2.42920262420339,20.5220789139318,2.2247858940537e-05,0.00382932363883683,"CTB-151G24.1"
-2.68506418587182,-0.507310776787476,21.2150324167689,2.23450661325455e-05,0.00382932363883683,"KLK14"
-1.13311700640819,-1.51358911715706,21.0794868133639,2.31671418088911e-05,0.00394826974242466,"FAM21EP"
1.28487252734157,6.52349420301838,21.2104205154568,2.36792936624154e-05,0.00401338006376114,"LPCAT1"
3.48338033216581,-2.25353622479512,19.9460311586399,2.49744156191564e-05,0.00420975846231757,"OR8B9P"
-1.74177419589046,3.77475764851704,20.9814926919735,2.58500415190452e-05,0.00433367516705427,"KHDRBS3"
3.38605029990143,-2.47933689187113,19.7980745230602,2.61591751210738e-05,0.0043617949997825,"CARSP2"
-1.41441116928701,0.607736075093012,20.8481069532311,2.73102168567658e-05,0.00452923795365944,"AC005062.2"
-0.966741683137752,6.07229187881118,20.680116471227,2.89790035091446e-05,0.00478029583554323,"NBPF1"
7.04163580417356,-0.763253313886367,20.8731943609371,2.94586277328405e-05,0.00483356537061134,"AC011513.3"
-3.49576345773777,2.54095050263971,20.6194358806485,2.97831924233629e-05,0.00486096368615596,"ROPN1"
-1.49884314324247,-3.45680612573734,19.0288476122293,3.03273992227013e-05,0.00492373307275088,"AC107079.1"
-2.15251044338788,-2.46816727644222,19.5988428965771,3.06476210462505e-05,0.00492433860301344,"ANO1-AS2"
-1.0556800201716,5.08447550787226,20.4990493012872,3.10592121603033e-05,0.00492433860301344,"AMZ2"
-2.46234901510042,-1.76950133970805,19.901122194661,3.11064704047169e-05,0.00492433860301344,"AP000479.1"
-2.22302727304777,-2.38970843312691,19.6138754072815,3.11477955298044e-05,0.00492433860301344,"RP4-564M11.2"
-1.40207661256507,2.69577180286627,20.4860561380341,3.12695047917684e-05,0.00492433860301344,"ZNF879"
-3.82614302947122,1.20466485607353,20.4559074917331,3.12889540697842e-05,0.00492433860301344,"KRTDAP"
-2.63849919787546,1.63009421042811,20.4659411724528,3.1594089454697e-05,0.00494712120512202,"KLHDC8A"
-1.43337966573368,0.0767845556739328,20.3416417748784,3.30401443575802e-05,0.00513431994903193,"RP11-262H14.5"
3.48297857834452,2.65607451630026,20.323986593745,3.32626440953417e-05,0.00513431994903193,"PTPRH"
-0.984741303520978,6.27463515921401,20.3184487003866,3.32889418681358e-05,0.00513431994903193,"ATL2"
-0.789684340613848,6.94959316233118,20.2970489876468,3.35639518609246e-05,0.00514572595700576,"KCTD20"
-1.32278920298536,3.07682817023614,20.2901334449675,3.36965229459968e-05,0.00514572595700576,"CTAGE8"
-1.71430593806827,7.21985787721294,20.2541876578092,3.412189490259e-05,0.00516809640605451,"AIM1"
-1.49192092519906,-0.341910911860078,20.2327358935848,3.41780940394567e-05,0.00516809640605451,"RP11-545A16.3"
-2.31404643238485,-0.840117626893469,20.0602712096132,3.46724718967516e-05,0.00521441981053878,"RP11-400N9.1"
3.83501185169615,-1.65125954357669,19.2865772901838,3.48225266953347e-05,0.00521441981053878,"MIR31HG"
-1.16176250528616,3.34965983564492,20.1429176959383,3.5644061166219e-05,0.00531165388789545,"C1orf74"
-2.46560816638194,1.22175329906075,20.0968376062847,3.64041184619319e-05,0.00539883577978467,"PTHLH"
-0.994088720473635,4.76537505045944,20.0438641108992,3.70028380070711e-05,0.00546137102394317,"PELI1"
-1.78675074222376,3.16693866764189,20.0102097759341,3.75358960501596e-05,0.00551366564504416,"RASL12"
-2.83607536437647,-0.248502882740727,19.8785736067642,3.79645769749033e-05,0.00554876743997924,"RP11-459E5.1"
-3.25490260863906,6.05620869893973,19.9658554215289,3.81346224033326e-05,0.00554876743997924,"SCUBE2"
-1.59021431081355,4.77828283364028,19.9440518063792,3.84573602895519e-05,0.00556945630446858,"FZD7"
-2.32465653885849,-2.03048997889306,19.287180024767,3.87757521365101e-05,0.00558932535586415,"TEX11"
-2.62562133037086,0.531333100281487,19.892045342235,3.91235326666598e-05,0.00561322610310909,"CTD-2651B20.7"
-2.91886313803654,-1.29131757208245,19.3804484474196,4.01644028016688e-05,0.00573588580195869,"OTX2"
4.5578744219793,-1.62371324933621,18.8684568310428,4.06050649730853e-05,0.00577209418997587,"CTD-2144E22.5"
-1.68497681056791,1.32225055683129,19.6938130046174,4.25552510720846e-05,0.00602156802669997,"CD22"
-0.865962380902799,4.79090821249023,19.5993603200619,4.39539232999206e-05,0.00616992141173544,"NBPF10"
4.5302733657363,1.52892345963598,19.4872689701297,4.41522763487746e-05,0.00616992141173544,"SOHLH2"
3.58611272116079,-1.86857664471283,18.6959201455065,4.43375846369029e-05,0.00616992141173544,"RP13-895J2.3"
-1.36535849422239,3.88168160530321,19.5630840109734,4.45949511574979e-05,0.00616992141173544,"DYRK3"
-1.28535106162988,6.21982311588432,19.561599516298,4.4603769404383e-05,0.00616992141173544,"RAP2A"
-1.27995844804252,7.194973346606,19.5363347345973,4.50441523211565e-05,0.00620302217254783,"ITPR2"
-1.34515924149586,-1.4007232708536,19.3501503913972,4.56068318009774e-05,0.00625259529139889,"RP11-464F9.22"
-1.57213732481431,2.48929003694705,19.4457214879621,4.67495781137e-05,0.00635874066265293,"RASSF6"
3.89718453013037,-1.71453277685278,18.5396155034883,4.69657672987168e-05,0.00635874066265293,"OR8B5P"
-1.8488862851787,0.131930780694348,19.4244226958154,4.69994771318076e-05,0.00635874066265293,"MYOZ3"
-2.08270247290576,1.57649343602253,19.384676394806,4.79799500805055e-05,0.00642282202975208,"SLC6A20"
-3.01060818851944,0.704895158656081,19.3557777234554,4.80851554599779e-05,0.00642282202975208,"TCF23"
-1.42202300663242,-2.48673231648556,18.7403010495795,4.80977692765174e-05,0.00642282202975208,"GTF2IRD1P1"
-1.0834144432668,0.759810805571435,19.3491984619595,4.86798312961919e-05,0.0064725291206622,"FLJ37035"
-3.03681774284259,-1.05699614625912,18.8942983879555,5.02581985729517e-05,0.00662027508627723,"44088"
-3.9156205590541,1.13236208482766,19.2155367572625,5.04115790434925e-05,0.00662027508627723,"OR4K8P"
3.48556333767938,-2.34429664969998,18.2790062952577,5.04348768202791e-05,0.00662027508627723,"OR8B12"
2.53028479675124,-0.381109856179544,19.1114805459881,5.11980555283207e-05,0.00669197635119537,"IGLON5"
-0.7003199153767,2.91376686401215,19.1991922540968,5.14270033890991e-05,0.0066935391288757,"IQCH-AS1"
-0.792541977880866,4.25494855020287,19.1355439840673,5.26681422884855e-05,0.00682627808896182,"TMEM185A"
-1.1401234140766,2.25294160190379,19.0828636300195,5.38720087601871e-05,0.00695309562437445,"RP11-440D17.3"
4.26941087881199,0.277230126460748,18.6742773575716,5.64128486466252e-05,0.00724679977857639,"DMRTA2"
-2.44913401017729,0.605851281661518,18.95100295386,5.66174586389895e-05,0.00724679977857639,"CWH43"
-2.00578436594617,-3.11122038395317,17.6143898131314,6.00652832912679e-05,0.00762690714782357,"PAGE2B"
3.28040254592663,-1.07987671578617,18.3586315823585,6.03220552847981e-05,0.00762690714782357,"CALCA"
5.08227231130857,0.243461768625275,18.2277686317777,6.06827742924154e-05,0.00762690714782357,"FYTTD1P1"
-1.69317162569279,-1.40581056458464,18.5856655683692,6.08159106615673e-05,0.00762690714782357,"GS1-304P7.2"
-1.30319060171276,1.11904116869093,18.7682204041453,6.10870080896094e-05,0.00762690714782357,"TMEM191A"
4.08323366929478,2.07982909590023,18.7337951562664,6.12206405686916e-05,0.00762690714782357,"CHD5"
-1.77343122695367,-3.27069148585976,17.4933202980045,6.16036866102709e-05,0.00762690714782357,"RP11-49I11.3"
3.58231278941451,-2.22945381486493,17.819001435337,6.20575710450232e-05,0.00762690714782357,"DEFA3"
-1.17633426089971,3.27523106934255,18.7120677254704,6.22468412497034e-05,0.00762690714782357,"YPEL1"
-0.940363612985327,-0.907595052611934,18.6685806299536,6.22768538531185e-05,0.00762690714782357,"AL358852.1"
1.56335242533144,1.22468697285945,18.7162948590165,6.23068888790333e-05,0.00762690714782357,"NNAT"
-0.689946951646228,5.95386370183117,18.6757052801729,6.30923608089098e-05,0.00767349499093163,"RYK"
-1.79050742348299,2.45221492175465,18.6696462818834,6.33741980490673e-05,0.00767349499093163,"FAM189A2"
